name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bristol,2023-12-13,12.4,9.9,11.2,12.4,6.8,11,7.4,77.4,0,47.6,0,rain,0,0,54,27,221.5,1024.5,98.9,24.1,28.4,2.4,1,10,2023-12-13T08:07:22,2023-12-13T16:01:26,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Watergate Bay,2023-11-29,8,4.9,6.1,7,2.3,4.9,4.4,88.6,2,100,20.83,rain,0,0,25.9,15.8,112.8,1004.3,91.7,18.4,19.1,1.6,1,10,2023-11-29T07:55:40,2023-11-29T16:20:47,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"F3296,EGDR,EGHQ"
Watergate Bay,2023-11-30,5.2,1.9,3.4,1.5,-3.1,-1.2,-0.2,77.5,7.9,81,91.67,"rain,snow",0,0,45.7,27,64.9,1000.7,96.4,15.3,10.2,0.8,1,10,2023-11-30T07:57:04,2023-11-30T16:20:07,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,
Watergate Bay,2023-12-01,4.3,1,2.1,1.8,-3.3,-0.6,-1.2,79.1,0,42.9,0,rain,0,0,32.4,19.4,47,1008.7,16.2,24.1,56.9,5,3,10,2023-12-01T07:58:27,2023-12-01T16:19:30,0.63,Clear,Clear conditions throughout the day.,clear-day,
Watergate Bay,2023-12-02,5.9,0.6,2.9,4.1,-1.1,1.4,-0.5,78.4,0.2,57.1,8.33,rain,0,0,24.2,14.4,157.7,1015.1,46.7,19.3,19.3,1.7,2,10,2023-12-02T07:59:47,2023-12-02T16:18:55,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,
Watergate Bay,2023-12-03,9,5.1,7,8.4,1.5,5,3.9,81.1,1.5,57.1,16.67,rain,0,0,28.1,16.9,213.7,1012.3,92.4,23.7,52.5,4.5,3,10,2023-12-03T08:01:06,2023-12-03T16:18:24,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Watergate Bay,2023-12-04,6.8,4.9,5.6,2.8,0.8,1.6,2.6,81.4,0,38.1,0,,0,,42.5,27,95.6,1015.5,99.4,24.1,37.6,3.3,2,10,2023-12-04T08:02:23,2023-12-04T16:17:56,0.73,Overcast,Cloudy skies throughout the day.,cloudy,
Watergate Bay,2023-12-05,9.5,6,7.4,5.4,2.9,3.7,3.3,75.5,0.4,33.3,12.5,rain,0,,56.2,38.6,158.4,1019.9,81.6,23.5,35.9,2.7,2,10,2023-12-05T08:03:38,2023-12-05T16:17:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Watergate Bay,2023-12-06,12.9,10,12.1,12.9,6,11.9,10.2,88.1,8.9,38.1,25,rain,0,,87.8,58,188.2,1010,100,18.7,26.9,2.3,1,10,2023-12-06T08:04:51,2023-12-06T16:17:10,0.79,Overcast,Cloudy skies throughout the day.,wind,
Watergate Bay,2023-12-07,11.9,10.7,11.3,11.9,10.7,11.3,8.2,81.4,3,52.4,25,rain,0,,79.2,52.2,215.3,1007.3,83.3,23.4,41.1,3.3,2,10,2023-12-07T08:06:02,2023-12-07T16:16:51,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Watergate Bay,2023-12-08,11.9,10.1,10.7,11.9,10.1,10.7,7.7,81.5,15,52.4,33.33,rain,0,,81.7,52.6,243.9,997.8,33.4,19.7,46.5,4.1,2,10,2023-12-08T08:07:10,2023-12-08T16:16:35,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Watergate Bay,2023-12-09,13.3,10.3,11.4,13.3,10.3,11.4,9.3,86.9,9.1,52.4,33.33,rain,0,,82.8,53.3,240.4,1001.3,91.4,20,27.3,2.4,1,10,2023-12-09T08:08:16,2023-12-09T16:16:23,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Watergate Bay,2023-12-10,13.3,9.8,11.4,13.3,4.9,10.6,7.8,78.5,2.6,52.4,29.17,rain,0,,81,57.5,241.5,996.5,81.2,24.1,30,2.4,1,10,2023-12-10T08:09:20,2023-12-10T16:16:14,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
Watergate Bay,2023-12-11,11.2,9.8,10.6,11.2,4.8,9.8,7.5,81.2,2.8,57.1,20.83,rain,0,,77,58,271.5,1008.5,47.2,22.7,43.5,4.1,2,10,2023-12-11T08:10:22,2023-12-11T16:16:08,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,
Watergate Bay,2023-12-12,12.4,10.6,11.7,12.4,10.6,11.7,9.8,88,0.7,71.4,20.83,rain,0,,67,47.2,240.4,1024.3,97.8,24.1,5.6,0.3,0,10,2023-12-12T08:11:21,2023-12-12T16:16:06,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Watergate Bay,2023-12-13,12.6,11.5,12.3,12.6,11.5,12.3,8.5,77.6,0.5,71.4,16.67,rain,0,,60.8,40.8,217.1,1025.5,100,24.1,16.3,1.2,1,10,2023-12-13T08:12:17,2023-12-13T16:16:07,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Lake District, England, United Kingdom,2023-11-29,2.6,-0.9,0.6,-0.1,-4.3,-2.4,-0.5,92.3,0,0,0,,0,0,29.9,18.8,293.3,1004.5,46,17.3,34.1,2.9,2,10,2023-11-29T07:39:18,2023-11-29T15:47:07,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"EGUW,AU022,EGSH,EGUL"
Lake District, England, United Kingdom,2023-11-30,4.2,-1.7,0.6,1.4,-4.6,-2.1,-0.8,90.4,0,14.3,0,snow,0,0,20.2,11.9,357.6,1004,38.2,24.1,47.3,4.1,2,10,2023-11-30T07:40:47,2023-11-30T15:46:21,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-01,4.2,-0.3,1.1,1.2,-3.7,-2,-1,86.2,0,42.9,0,rain,0,0,25.9,13.7,350.4,1005.8,18.2,24,44.7,3.9,2,10,2023-12-01T07:42:16,2023-12-01T15:45:38,0.63,Clear,Clear conditions throughout the day.,clear-day,
Lake District, England, United Kingdom,2023-12-02,3.5,-1,0.6,-0.4,-4.3,-3,-0.8,90.2,0,42.9,0,,0,0,29.5,16.9,301.4,1012.8,40.6,24.1,42.7,3.7,2,10,2023-12-02T07:43:42,2023-12-02T15:44:58,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-03,4.2,-1.1,0.9,1.1,-3.4,-1.7,-0.9,88,2.3,14.3,12.5,rain,0,0,21.6,12.6,212,1013.3,47.7,24.1,44.1,3.8,2,10,2023-12-03T07:45:06,2023-12-03T15:44:22,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-04,3.3,-0.3,1.1,0.7,-3.2,-1.7,-0.9,86.5,0,19,0,,0,0,14.4,10.8,302,1018,29.8,24.1,44.4,4.2,2,10,2023-12-04T07:46:28,2023-12-04T15:43:49,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-05,3.1,0.3,1.5,0.8,-3.2,-1.2,-0.8,84.6,0,19,0,,0,0,25.1,11.8,258.7,1022.7,65.8,24.1,40.4,3.8,2,10,2023-12-05T07:47:48,2023-12-05T15:43:19,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-06,6.1,0.8,3.9,1,-2.9,-0.9,0.4,77.9,2,19,8.33,rain,0,0,73.9,36.4,184.1,1018.5,99.8,24.1,4.4,0.6,0,10,2023-12-06T07:49:05,2023-12-06T15:42:52,0.79,Overcast,Cloudy skies throughout the day.,cloudy,
Lake District, England, United Kingdom,2023-12-07,9.8,6.3,7.9,6.6,1.2,4,5.9,87,4.7,23.8,16.67,rain,0,0,77.8,40,199.1,1009.8,85.8,22.6,37.1,3,2,10,2023-12-07T07:50:20,2023-12-07T15:42:29,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-08,11.6,6.6,9.5,11.6,2.7,8,7.1,84.9,5.2,38.1,16.67,rain,0,0,78.5,41.8,209.1,997.3,80.6,22.1,12.6,1.2,0,10,2023-12-08T07:51:33,2023-12-08T15:42:10,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-09,9.2,6.3,7.9,5.4,2.1,4.1,5.6,85.8,0.9,38.1,4.17,rain,0,0,70.1,37.1,220.6,999.4,73.5,21.8,21.3,1.8,1,10,2023-12-09T07:52:43,2023-12-09T15:41:54,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-10,13.4,7.7,10.9,13.4,2.8,9.4,7,77.2,7.1,38.1,16.67,rain,0,0,77.2,41.8,229.1,991.8,85.6,22.7,26.3,2.1,1,10,2023-12-10T07:53:51,2023-12-10T15:41:41,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Lake District, England, United Kingdom,2023-12-11,10.1,7.4,9,10.1,2.1,5,4.6,73.9,0.2,57.1,8.33,rain,0,0,82.4,45.7,247.6,998.5,71.3,24.1,10,0.6,0,10,2023-12-11T07:54:56,2023-12-11T15:41:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Lake District, England, United Kingdom,2023-12-12,11.3,7.7,9.9,11.3,3.5,8.1,7.4,84.1,1.5,57.1,16.67,rain,0,0,70.6,38.5,243,1018.9,94.8,23.6,7.3,0.6,0,10,2023-12-12T07:55:58,2023-12-12T15:41:26,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Lake District, England, United Kingdom,2023-12-13,12,10.2,11.2,12,10.2,11.2,7.8,79.6,0.3,57.1,8.33,rain,0,0,61.6,31.7,230,1023.6,99.6,24.1,29.5,2.7,1,10,2023-12-13T07:56:57,2023-12-13T15:41:24,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
